text,intent,sample_type,noise_level
detail arctic frots wintr accessories,product_description,hard_negative,medium
lowongan keraj ada ga,out_of_scope,keyword_based,medium
baraang cacat sih,out_of_scope,keyword_based,low
yang reaaady apa,product_stock,hard_negative,low
Permisi ada ga ya,out_of_scope,ambiguous,clean
btw gimana sih arctic frost winter accessories sih,product_description,keyword_based,medium
kualitasnya gimana Kupluk Rajut nUisex Arctic Cozy,product_description,keyword_based,high
Eh arctic bliss stylish winter scarf mahal ga ??,product_price,generic,low
Misi gimana sih,out_of_scope,ambiguous,low
tersedia OmniHeat Men's Solid Hooded Puffer Jacket ga,product_stock,keyword_based,clean
Omniheat men's solid hooded puffer jacket bsa dipakai untuk apa,product_description,keyword_based,low
btw Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L bisa dibeli,product_stock,keyword_based,low
Hi masih bisa dibeli syal musim dingin arctic bliss penuh gaya ??,product_stock,generic,medium
worth it ga beli Kupluk Rajut Unisex nih Arctic Cozy,product_description,generic,high
lanjut,out_of_scope,ambiguous,clean
Tinggal sedikit ga,product_stock,generic,medium
gan ready stock Syal Musim Dingin Arctic Bliss Penuh loh Gaya sih,product_stock,keyword_based,high
murahan ga arctic bliss stylish winter scarf,product_price,generic,clean
ready stock omniheat men's solid hooded puffer jacket-blue-green-l,product_stock,keyword_based,low
langsung kirim bisa paket aksesori musim dingin arctic frost,product_stock,generic,medium
Ready kan bayar apa,payment_info,hard_negative,medium
ada ukuran apa Jakket Puffer Pia OmniHeat Solid Bertudung-Biru-Kuning-M,product_description,keyword_based,low
Tuakar barang,out_of_scope,keyword_based,high
Sisanya berpaa,product_stock,hard_negative,low
Arctic Frost Winter Accessories Bundle bisa dibeli,product_stock,keyword_based,clean
Gmn,out_of_scope,ambiguous,low
Ada update pesanan nomor 555,order_status,keyword_based,low
jaket puffer pria omniheat solid bertudung-biru-hijau-m murah ga,product_price,generic,low
ada stok jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_stock,keyword_based,clean
import atau lokal OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L,product_description,generic,low
mau info tentang arctic frost winter accessories bundle,product_description,keyword_based,low
hi yang saya pesan udah sampai mana ?,order_status,generic,medium
misi ready transfer dong,payment_info,hard_negative,medium
Bantuin dong,out_of_scope,ambiguous,low
berapa ya hrgnya Arctic Frost Winter Accessories Bundle,product_price,hard_negative,medium
misi kok belum dateng thx,order_status,generic,high
Info hrgnya dong,product_price,hard_negative,low
gan affordable ga omniheat men's solid hooded puffer jacket-blue-green-m dong,product_price,generic,medium
min bayar pake apa ?,payment_info,keyword_based,clean
Ada promo arctic frost winter accessories,product_price,keyword_based,low
gan detail kupluk rajut unisex arctic cozy please,product_description,keyword_based,high
Yng dibeli sih tadi pagi,order_status,generic,medium
btw gimana harganya min,product_price,keyword_based,clean
info lengkap syal musim dingin arctic bliss penuh gaya,product_description,keyword_based,low
Yang itu,out_of_scope,ambiguous,clean
Omniheat men's solid hooded puffer jacket-blue-green-l awet ga,product_description,generic,clean
pricey ga arrctic frost winter accessories bundlee,product_price,generic,medium
ada warna apa arctic bliss stylish winter scarf,product_description,keyword_based,low
Cancel pesanan,out_of_scope,keyword_based,clean
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L masih ada,product_stock,keyword_based,low
Ready,out_of_scope,ambiguous,clean
Accept bni,payment_info,generic,clean
prmoo cancel,out_of_scope,hard_negative,low
ada ukuran apa Arctic Frost Winter Accessories,product_description,keyword_based,clean
Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-M ada fitur apa,product_description,keyword_based,low
tracking deh pesanan 789,order_status,keyword_based,medium
kualitasnya gimana arctic frost winter hmm accessories bundle,product_description,keyword_based,medium
info lengkap Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L,out_of_scope,ambiguous,clean
kak gimana kabar pesanan thanks,order_status,hard_negative,medium
harga Arctic Bliss Stylish Winter Scaf bearpa,product_price,keyword_based,medium
Sisa berapa unit omniheat men's solid hooded puffer jacket-blue-green-l,product_stock,keyword_based,medium
ramah kantong ga Sarung Tangan Musim Dingin Arctic Layar Sentuh,product_price,generic,low
Kemahalan ga kaus kaki campuran wol arctic warmth,product_price,generic,low
halo via apa please,payment_info,generic,high
Spesifikasi jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_description,keyword_based,low
eh metode pembayaran apa sih aja ya kak,payment_info,keyword_based,low
hai pesanan kan saya gimana,order_status,keyword_based,medium
kemahalan ga omniheat men's solid hooded puffer jacket-blue-green-m,product_price,generic,clean
Cek pesanan 789,order_status,keyword_based,low
Affordable ga arctic frost winter accessories bundle,product_price,generic,low
halo ada sih cicilan ga,payment_info,keyword_based,medium
sudah ready Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M,product_stock,hard_negative,clean
Bos bias ga thanks,out_of_scope,ambiguous,low
kak ada sale ga makasih,product_price,keyword_based,high
Arctic Frost Winter Accessories Bundle berapa,product_price,keyword_based,low
min ada promo Jaket nih Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L dong,product_price,keyword_based,medium
hmm,out_of_scope,ambiguous,low
hai gimana harganya deh,product_price,keyword_based,high
Syal musim dingin arctic bliss penuh gaya ready,product_stock,keyword_based,medium
Misi info return ya kak,out_of_scope,hard_negative,medium
Bisa dapet arctic frost wint3r accessories,product_stock,generic,low
Hemat ga paket aksesori musim dingin arctic frost,product_price,generic,high
Kapan ready paket aksesori musim dingin arctic frost,product_stock,hard_negative,low
ukuran syal musim dingin arctic bliss penuh gaya berapa,product_description,keyword_based,medium
Masih banyak ga jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_stock,generic,high
kak mau ready bayar please,payment_info,hard_negative,medium
Arctic Frost Winter Accessories ready,product_stock,keyword_based,medium
eh order ready dikirim belum ?,order_status,keyword_based,high
Gmn kabar psnan,order_status,keyword_based,medium
hai masih jual omniheat men's solid hooded puffer jacket-blue-green-l makasih,product_stock,generic,medium
pricey ga OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M,product_price,generic,medium
stok Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-M ada,product_stock,keyword_based,clean
kena berapa Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M,product_price,keyword_based,clean
kak cara bayarr ggimana thx,payment_info,keyword_based,medium
ada warna apa Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L,product_description,keyword_based,low
Hi ready bayar thanks,payment_info,keyword_based,medium
Mau info tentang omiheat men's solid hooded puffer jacket-blue-green-l,product_description,keyword_based,high
kemahalan ga OmniHeat Men's Solid Hooded Puffer Jacket,product_price,generic,low
Yang dibeli gitu tadi pagi,order_status,generic,medium
mau tau harga jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_price,keyword_based,high
gan harga dan stok Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L ya kak,out_of_scope,ambiguous,low
hai berat Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L berapa pls,product_description,keyword_based,low
Tolong,out_of_scope,ambiguous,low
Halo gimana harganya deh,product_price,keyword_based,low
Permisi yang tadi thx,out_of_scope,ambiguous,low
murahan ga kaus kaki campuran wol arctic warmth,product_price,generic,medium
worth it ga beli Syal Musim Dingin Arctic Bliss Penuh Gaya,product_description,generic,low
Ready ga berapa harganya,out_of_scope,ambiguous,clean
Hi kapan bisa diambil ??,order_status,hard_negative,medium
ready ga arctic frost winter accessories,product_stock,keyword_based,low
Tukar brg,out_of_scope,keyword_based,high
Kak itu gimana kelanjutannya ?,order_status,generic,medium
kak ready bayar please,payment_info,keyword_based,medium
budget friendly ga,product_price,generic,low
hi bayar ppake apa dong,payment_info,keyword_based,medium
Transfer gimana,payment_info,keyword_based,low
ada arctic gitu frost winter accessories bundle,product_stock,hard_negative,medium
Bos spesifikasi syal musim dingin arctic bliss penuh gaya deh,product_description,keyword_based,medium
sarung tangan musim dingin arctic layar sentuh brapa,product_price,keyword_based,medium
Info kupluk rajut unisex nih arctic cozy,product_description,keyword_based,medium
Admin produk gmn ya sih,product_description,hard_negative,medium
Bsa ambli langsung ga,out_of_scope,keyword_based,low
ready ga brp hrgnyanya,out_of_scope,ambiguous,low
Masih banyak ga kaus kaki campuran wol arctic warmth,product_stock,generic,low
admin kaus kaki campuran wol arctic warmth tinggal berapa deh,product_stock,keyword_based,high
share info jaket puffer pria omniheat solid bertudung-biru-kuning-m ??,product_description,hard_negative,low
ramah kantong ga Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L pls,product_price,generic,medium
btw worth it ga Kaus Kaki Campuran Wol Arctic Warmth makasih,product_price,generic,low
kena brapa Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L,product_price,hard_negative,medium
admin kiriman gimana ya,order_status,hard_negative,low
available ga arctic bliss stylish winter scarf,product_stock,generic,low
eh bisa cod ga thanks,payment_info,keyword_based,low
hai ready kirim ga order saya sih,order_status,keyword_based,medium
Sarung tangan musim dingin arctic layar sentuh bisa dipakai untuk apa,product_description,keyword_based,low
erady ga jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_stock,keyword_based,medium
ready Kaus Kaki Campuran Wol Arctic Warmth,product_stock,hard_negative,clean
Sudah ready bayar,payment_info,hard_negative,clean
Bisa return barang ga,out_of_scope,keyword_based,clean
Kak info bahannya dong thanks,product_description,hard_negative,clean
Hai order ready dikirim belum sih,order_status,keyword_based,medium
psnan gmana ya,order_status,hard_negative,low
Pakai apa bisa,payment_info,generic,clean
ready stock Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-M,product_stock,keyword_based,low
kak detail harga Jaket ya Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-M min,product_price,hard_negative,medium
Eh ada ukuran apa paket aksesori musim dingin arctic frost thx,product_description,keyword_based,medium
Ada opsi linkaja,payment_info,keyword_based,clean
halo gimana kabar pesanan thanks,order_status,keyword_based,high
mau tau harga kupluk rajut unisex arctic cozy,product_price,keyword_based,medium
Omniheat men's solid hooded puffer jacket masih ada,product_stock,keyword_based,clean
ad promo OmniHeat nih Men's Solid Hooded Puffer Jacket,product_price,keyword_based,medium
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M kayak gimana,product_description,generic,clean
bisa transfer bank,payment_info,keyword_based,low
Kak mau tanya yang kemarin ?,order_status,generic,high
Pesanan berapa lama sampai,order_status,keyword_based,low
Info lengkap sarung tangan musim dingin arctic layar sentuh,product_description,keyword_based,medium
program affiliate,out_of_scope,keyword_based,medium
itu gmiana bahannya,product_description,hard_negative,low
bos kupluk rajut unisex arctic cozy habis belum pls,product_stock,generic,high
Ready stock sarung tangan musim dingin arctic layar sentuh,product_stock,hard_negative,low
eh yang saya beli kemarin gimana deh,order_status,generic,high
halo recommended ga emm Kupluk Rajut Unisex Arctic Cozy,product_description,generic,medium
ada sarung tangan musim dingin arctic layar sentuh,product_stock,hard_negative,medium
permisi beraa banyak kan stok,product_stock,keyword_based,medium
jadi sih reseller gimana,out_of_scope,keyword_based,low
Spesifikasi kupluk rajut unisex arctic cozy,product_description,keyword_based,medium
support mandiri,payment_info,generic,high
hai transfer berapa please,payment_info,keyword_based,high
min hi ya kak,out_of_scope,ambiguous,clean
Accept kartu kredit,payment_info,generic,low
Deskriipsi arctic bliss stylish winter kan scarf,product_description,keyword_based,medium
minta info produk,product_description,hard_negative,low
ready,out_of_scope,ambiguous,clean
Jaket puffer pria omniheat solid bertudung-biru-kuning-m ready,product_stock,keyword_based,medium
misi pricey ga arctic frost winter accessories bundle sih,product_price,generic,high
jaket puffer pria omniheat solid bertudung-biru-hijau-m ready stock,product_stock,keyword_based,medium
kasih tau harganya,product_price,hard_negative,low
itu udah jalan belum,order_status,generic,clean
gimana sih omniheat men's solid hooded puffer jacket,product_description,keyword_based,low
admin bisa bayar gopay ?,payment_info,keyword_based,high
kak lacka hmm order 67809 please,order_status,keyword_based,medium
eh worth it ga ebli Arctic Frost Winter Accessories Bundle min,product_description,generic,high
Stok syal musim dingin arctic bliss penuh gaya ada,product_stock,keyword_based,medium
available ga Paket Aksesori Musim Dingin Arctic Frost,product_stock,generic,medium
bos ada promo pembayarann sih,payment_info,keyword_based,high
halo terima credit crrad ??,payment_info,generic,medium
btw discontinue belum OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M makasih,product_stock,generic,low
Ada sale ga,product_price,keyword_based,clean
Jaket puffer pria omniheat solid bertudung-biru-kuning-m bisa dipakai untuk apa,product_description,keyword_based,clean
hrgnya promo,product_price,hard_negative,low
Tinggal berapa kaus kaki campuran wol arctic warmth,product_stock,hard_negative,clean
Kaus kaki campuran wol arctic warmth harganya brp,product_price,keyword_based,medium
hi mau info tentang OmniHHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L sih,product_description,keyword_based,low
hi review kupluk rajut unisex arctic cozy ya,product_description,generic,low
Cek order,order_status,hard_negative,clean
pesanan ready kirim kpn,order_status,keyword_based,medium
yang ready apa,product_stock,hard_negative,low
kak kapan nyampe ya ?,order_status,generic,low
OmniHeat Men's Solid Hooded Puffer Jacket kosong ga,product_stock,generic,low
gimana kupluk rajut unisex arctic cozy,product_description,hard_negative,clean
order ready dikirim blom,order_status,keyword_based,medium
jaket puffer pria omniheat solid bertudung-biru-kuning-l ready kapan deh,product_stock,hard_negative,clean
berapa harga omniheat men's solid hooded puffer jacket-blue-green-m,product_price,keyword_based,high
review Arctic Bliss Stylish Winter Scarf,product_description,generic,clean
ready ga OmniHeat Men's Solid Hooded Puffer Jacket,product_stock,keyword_based,clean
info pengiriman pesanan gw,order_status,keyword_based,high
Kasih tau harganya,product_price,hard_negative,medium
Kupluk rajut unisex arctic cozy mahal ga,product_price,generic,medium
Hmm,out_of_scope,ambiguous,clean
Bos jaket puffer pria omniheat solid bertudung-biru-kuning-m mahal ga,product_price,generic,high
masih bisa dibeli arctic bliss stylish winter scarf,product_stock,generic,medium
import atau lokal paket aksesori musim dingin arctic frost,product_description,generic,clean
Lama banget nih,order_status,generic,low
share info OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L,product_description,hard_negative,low
Bisa langsung dikirim,product_stock,generic,clean
