text,intent,noise_level
permisi mau nanya harga untuk bundle berapa ya,product_price,low
harga OmniHet Men's Solid Hooded Puffer Jacket-BlueGreen-L sekarang,product_price,medium
barang rusak,out_of_scope,medium
estimasi pengiriman order 99,order_status,medium
hi bayar pake apa thanks,payment_info,medium
apa kabar,out_of_scope,low
bayar pkae apa dong,payment_info,extreme
min kalo mau bayar pake kredivo bs ga min ??,payment_info,high
mba kamu bot ya pls,out_of_scope,extreme
Hi aksesori kyk gmn thanks,product_description,low
penuh sold out?,product_stock,medium
Kak sarung tangan musim dingin arctic layar sentuh gmn sih thx,product_description,medium
Orderan sy gmn,order_status,medium
accept va ga,payment_info,low
dni6in terbuat dari apa,product_description,high
cara bayar gimana,payment_info,high
metode pembayaran apa aja,payment_info,medium
order nomor 123 udah diproses belum,order_status,medium
misi mau tanya apakah kaki masih tersedia stoknya makasih,product_stock,medium
permisi kak orderan saya yang ORD-001 kok belum dateng,order_status,low
Mas price tertandingi thx,product_price,medium
bisa dijelasin tentang produk Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M dong,product_description,high
lacak psnan nomorr 123,order_status,high
sis mau kembalikan barang pls,out_of_scope,high
cara byar gmana,payment_info,low
ad stok Arctc Touchscreen Winter Gloves g,product_stock,high
fitur syal,product_description,medium
mau tau lebih detail tentang scarf,product_description,low
permisi mau tanya dong harga unisex yang ada di toko berapa ya makasih,product_price,low
hai duit experience thanks,product_price,high
status order 456,order_status,medium
Spesifikasi connected,product_description,medium
mau tanya apakah arctic czoy knit unisex beanie masih tersedia stoknya,product_stock,medium
Spec senthu,product_description,low
brp tangan,product_price,low
barang tidak sesuai mau tukar,out_of_scope,medium
bisa transfer bank,payment_info,low
Opsi pembayaran,payment_info,high
barang saya udah dikirim belum,order_status,extreme
apa kabar,out_of_scope,medium
gan stok arctic cozy knit unsex beanie abiis blm ??,product_stock,extreme
harga Arctic Frost Winter Accessories Bundle sekarang,product_price,medium
Permisi order gue id 7788 mana,order_status,high
kerjasama bisnis,out_of_scope,medium
siapa kamu,out_of_scope,medium
Brg 67890 dmn,order_status,high
opsi pembayaran,payment_info,low
uang saya kapan dikembalikan,out_of_scope,medium
jacket-blue-green-m berapa duit,product_price,low
Kak batalkan ordr please,out_of_scope,low
kelebihan scarf,product_description,medium
knit ready?,product_stock,high
kok lama bgt order #99,order_status,medium
Hi boleh tau harga terhuung tidak please,product_price,high
accept kartu debit ga,payment_info,medium
Bisa dijelasin tentang produk jacket-blue-green-m dong tolong,product_description,medium
Terima bca gak,payment_info,extreme
hi ganti ukuran dong,out_of_scope,low
jacket-bue-yeellow-m ready?,product_stock,extreme
permi$i apakah sok jacket-blue-yellow-m masih tersedia,product_stock,high
gan kalo mau bayar pakee cod bia ga min min,payment_info,medium
sis ketersediaan pria thx,product_stock,medium
kak duah idkirim blm #12345 ya,order_status,high
opsi pembayaran,payment_info,medium
sis udah dikirim blm #12435 ??,order_status,extreme
price frost,product_price,medium
bisa dijelasin tentang produk bertudung-biru-kuning-l dong,product_description,low
stock experience breapa,product_stock,low
Biaya hangat,product_price,low
embrace ready stock,product_stock,medium
mas bahan jacket-blue-green-m apa pls,product_description,high
Opi pembayaran,payment_info,medium
kak dtl arctiic please,product_description,extreme
kak tangan masih ada ga stoknya,product_stock,low
permisi sttatus order ord123 thx,order_status,high
Kupluk Rajut Unisex Arctic Cozy brp duit,product_price,low
halo,out_of_scope,medium
lowongan kerja ada ga,out_of_scope,low
kisaran harga omniheat men's solid hooded puffer jacket-blue-green-m,product_price,medium
hai alamat kantor thanks,out_of_scope,high
sis tracking pesanan 456 dong,order_status,medium
halo,out_of_scope,high
alamat kantor,out_of_scope,high
fitur omniheat men's solid hooded puffer jacket-blue-green-m,product_description,high
Kak hrg musim brp makasih,product_price,medium
ada cicilan ga,payment_info,low
Cara bayar gimana,payment_info,low
ad stok OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-L g,product_stock,medium
halo deskripsi gloves ??,product_description,medium
Boleh tau harga campuran tidak,product_price,medium
deskripsi socks,product_description,medium
sentuh k0song ga,product_stock,high
bisa dijelasin tentang produk campuran dong,product_description,low
mas harga accessories sekarang ya kak,product_price,extreme
hangat ready ga,product_stock,low
Arctic Frost Winter Accessories Bunle kosong ga,product_stock,low
Kamu bot ya,out_of_scope,medium
Campuran msh ad?,product_stock,high
permisi terhubung brp duit thx,product_price,high
Siapa kamu,out_of_scope,medium
brp Arctic Touchscreen Winter Gloves,product_price,low
halo detail dengan please,product_description,low
min arctic murah ga thanks,product_price,medium
mau kembalikan barang,out_of_scope,low
harga Arctic Frost Winter Accessories Bundle berapa,product_price,medium
solid brp sih,product_price,high
kira kira arctic warmth wool blend socks itu hrgnya brp ya kak,product_price,low
kak ada iccilan ga pls,payment_info,high
scarf ready ga,product_stock,medium
gan brg cacat thx,out_of_scope,high
Orderan saya gimana,order_status,high
misi kak jaket puffer pria omniheat solid bertudung masih ada ga stoknya min,product_stock,low
Terima deebit gak thanks,payment_info,high
Arctic bliss stylish winter scarf kosong ga,product_stock,high
mau tanya apakkah omniheat masih tersedia stoknya,product_stock,low
Mau tanya untuk pembayarannya bisa pakai metode apa aja ya,payment_info,low
min ttap murah ga thanks,product_price,medium
stock OmniHeat Men's Soild Hooded Puffer Jacket-Blue-Green-L berapa ya,product_stock,medium
lokasi warehouse,out_of_scope,low
misi metode byr apa ??,payment_info,medium
winter brp duit,product_price,low
connected masih ada,product_stock,low
Orderan saya gimana,order_status,medium
price jacket-blue-green-m,product_price,low
Sis kak mau tanya pesanan saya dengan nomor #99 sudah diproses belum ya thx,order_status,high
gan tracking pesanan id 7788 dong,order_status,high
kak selamat siang admin saya mau cek status pesanan nomor order-123 ya,order_status,low
Pembayaran via apa,payment_info,low
misi bhan campuran apa thanks,product_description,low
Permisi kak untuk pembayaran tersedia metode apa saja,payment_info,extreme
Kira kira scarf itu hrnya berapa ya kak,product_price,medium
admin edit pesanan makasih,out_of_scope,high
spec bertudung-biru-hijau-l,product_description,low
Omniheat men's solid hooded puffer jacket-blue-green-l berapa duit,product_price,medium
permisi rajut masih ada thx,product_stock,medium
Deskripsi dinginnya,product_description,high
Terima cash on delivery tidak,payment_info,medium
nomor telepon toko,out_of_scope,low
Admin spec connected tolong,product_description,high
permisi kak orderan saya yang #1 kok belum dateng,order_status,high
Mba brp ebmrce tolong,product_price,high
Review stylish,product_description,medium
kak knit masih ada ga stoknya,product_stock,low
terima bayar di tempat gak,payment_info,low
accept credit card ga,payment_info,high
Mau komplain,out_of_scope,high
batalkan order,out_of_scope,low
bos stock layar berapa ya kak,product_stock,medium
Jakt Puffer Pria OmniHeat Solid Bertudung ukurannya apa aja,product_description,medium
test,out_of_scope,medium
spesifikasi unmatched,product_description,low
Alamat toko dimana,out_of_scope,low
Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M habis belum,product_stock,medium
Bos bolhe tau hrg dngin ga,product_price,high
mau tanya untuk pembayarannya bisa pakai metode apa aja ya,payment_info,high
Bisa transfer bank,payment_info,low
pesanan 99 udah sampai manna,order_status,high
metode byr apa,payment_info,extreme
bs cciian g,payment_info,medium
layar ukurannya apa aja,product_description,medium
Mau tau lebih detail tentang chill,product_description,low
hai review chill pls,product_description,extreme
hrg Jaket Puffer Pria OmnHeat Solid Bertudung-Biru-Kuning-L brp,product_price,medium
hai harga scarff berpa dong,product_price,medium
Halo min mau nanya gloves masih ready stock tidak ya tolong,product_stock,extreme
arctic frost winter accessories brp sih,product_price,low
Permisi kak orderan saya yang ord-001 kok belum dateng,order_status,high
orderan saya gimana,order_status,medium
Hi cuaac hari ini gimana min,out_of_scope,extreme
bayar pake apa sih,payment_info,low
bang kira kira wool itu harganya beraap ya kak please,product_price,extreme
hi scarf ukurannya apa aja ya kak,product_description,extreme
metode pymnt,payment_info,medium
berapa harga terhubung,product_price,low
cek pesanan 1,order_status,low
brg ord-001 dmn,order_status,medium
review chilly,product_description,medium
metode payment,payment_info,medium
kak beanie masih ada ga stoknya,product_stock,medium
Comfort masih ada,product_stock,low
Hai men's ukurannya apa aja tolong,product_description,medium
brp kaki,product_price,high
spesifiksi cnnected,product_description,low
Permisi mau reefund thanks,out_of_scope,extreme
halo available OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M makasih,product_stock,medium
kalo mau bayar pake credit card bisa ga min,payment_info,medium
orderan saya gimana,order_status,medium
Cara bayar orderan,payment_info,medium
kak boleh tau spesifikasi aksesori tidak,product_description,medium
harga omniheat men's solid hooded puffer jackt-blue-yellow-m berapa,product_price,medium
Warna dingin ada apa aja,product_description,medium
bisa bayar pakai qris,payment_info,low
Ad stok dinginnya g,product_stock,high
Metode payment,payment_info,medium
kecewa sama pelayanan ya,out_of_scope,extreme
opsi pembayaran,payment_info,medium
kualitas jelek,out_of_scope,medium
Kenyamanan harganya berapa,product_price,low
permisi kak utk pmbayaran tersedia metode apa saja,payment_info,high
stock dinginnya berapa,product_stock,medium
jam buak toko,out_of_scope,low
tertandingi reyd?,product_stock,medium
min kualitas jelek please,out_of_scope,medium
Hi jacket-blue-green-m kosong ga,product_stock,low
mas tracking pesanan 123 thx,order_status,medium
jaket habis blm,product_stock,medium
mba fiiutr tetap dong,product_description,low
sis produk tidak sesuai min,out_of_scope,extreme
Mba mau tanya apakah jaket puffer pria omniheat solid bertudung-biru-hijau-l masih tersedia stoknya thx,product_stock,extreme
kupluk rajut unisex arctic cozy msh ad?,product_stock,medium
Pesanan gw pesanan 999 kemannna,order_status,medium
mau komplain,out_of_scope,low
sis mau tanya dong hrg Kupluk Rajut Unisex Arctic Cozy yg ad di toko brp ya tolong,product_price,medium
pake debit bs?,payment_info,low
metode byr apa,payment_info,medium
misi status pengiriman order-123 makasih,order_status,high
Hai kuaalitas jelek ??,out_of_scope,medium
estimasi pengiriman order ORD-001,order_status,medium
mba kak campuran masih ada ga stoknya makasih,product_stock,high
Psnan gw ord123 kemana,order_status,medium
Misi spec kenyamanan makasih,product_description,medium
hi premisi appakah stok omniheat masih tersedia tolong,product_stock,high
biaya tertandingi,product_price,low
bang kamu bot ya makasih,out_of_scope,low
order pesanan 999 udah diproses belum,order_status,medium
omniheat terbuat dari apa,product_description,medium
Admin bayar pake apa sih ??,payment_info,medium
Kak fitur bersama ??,product_description,medium
ganti ukuran,out_of_scope,high
sis bayar pake apa sih makasih,payment_info,medium
kak mau tanya pesanan sy dgn nomor 456 sdh diproses belum ya,order_status,low
hai mau komplain min,out_of_scope,medium
Tukar barang,out_of_scope,medium
Stok embrace abis blm,product_stock,medium
hai edit pesaanan dong,out_of_scope,extreme
permisi syal musim dingin arctic biss penuh gaya brp duit ?,product_price,high
kak uang saya kapan dikembalikan,out_of_scope,medium
admin harga syal musim dingin arctic bliss penuh gaya sekarang pls,product_price,low
Stock puffer berapa pls,product_stock,medium
Misi mau tnaya apakah omniheat men's solid hooded puffer jacket-blue-yellow-l masih tersedia stoknya tolong,product_stock,extreme
mas avilabl3 winter thanks,product_stock,medium
misi hai dong,out_of_scope,medium
tersedia paket ga,product_stock,low
mas tracking pesanan 456 please,order_status,medium
barang saya udah dikirim belum,order_status,medium
Kerjasama bisnis,out_of_scope,low
bos pmebayaran via apa min,payment_info,high
admin frst mhal ga ??,product_price,extreme
bisa ambil langsung ga,out_of_scope,low
s!pa kamu thx,out_of_scope,extreme
mas selamat siang admin sy mau cek status psnan nomor 1 pls,order_status,high
selamat siang admin sy mau cek stauts psnan nomor #1235,order_status,medium
Edit pesanan,out_of_scope,high
range hargga penuh,product_price,high
harga accessoreis berapa,product_price,low
Stok pria abis blm,product_stock,high
range harga jaket,product_price,medium
uang saya kapan dikembalikan,out_of_scope,high
duit OmniHeat Men's Solid Hooded Pufer Jacket-Bue-Green-L,product_price,medium
syal musim dingin arctic bliss penuh gaya brp duit,product_price,medium
Paket saya sudah sampai mana,order_status,medium
misi lowongan kerja ada ga ?,out_of_scope,medium
mau tanya apakah jacket-blue-yellow-l masih tersedia stoknya,product_stock,high
omniheat mens' solid hooded puffer jacket-blue-green-l msh ad?,product_stock,extreme
Mas barang tidak sesuai mau tukar please,out_of_scope,medium
Kecewa sama pelayanan,out_of_scope,low
Available omniheat,product_stock,medium
ada toko offline,out_of_scope,low
bias bayar paakai jenius,payment_info,high
Meotde byr apa,payment_info,extreme
Support ewallet ga,payment_info,medium
kira kira dingin itu hrgnya berapa ya kak,product_price,low
biaya OmniHeat Men's Sold Hooded Puffer Jacket-Blue-Green-M,product_price,high
pesanan pesanan 999 udah sampai mana,order_status,low
bos bayar pake apa sih ??,payment_info,extreme
Byr dmn,payment_info,low
Kamu bot ya,out_of_scope,high
permisi review omniheat men's solid hoodedd puffer jacket-blue-yellow-m ??,product_description,extreme
bang mau tanya apakah accessories amshi tersedia stoknya ??,product_stock,extreme
paket saya sudah sampai mana,order_status,medium
min kisarn hrg syal ?,product_price,extreme
Kualitas jelek,out_of_scope,medium
gaya mahal ga,product_price,high
Kupluk Rajut Unisex Arctic Cozy ready stock,product_stock,medium
menn'ss kyk gmn,product_description,medium
Halo brg 789 dmn pls,order_status,low
Bahan sarung tangan musim dingin arctic layar sentuh apa,product_description,high
gan Arctic Cozy Knit Unisex Beanie brp duit dong,product_price,medium
kak tetap masih ada ga stoknya,product_stock,low
hrg style brp,product_price,medium
lokasi warehouse,out_of_scope,medium
Bayar pake apa sih,payment_info,high
mas mau tanya apakah knit masih tersedia stoknya ??,product_stock,medium
Hai maaf ganggu mau cek status order ord-001 dong thanks,order_status,low
jaket puffer pria omniheat solid bertudung-biru-hijau-l kosong ga,product_stock,low
stylish harganya berapa,product_price,low
alamat toko dmn,out_of_scope,low
Kak kak boleh tau spesifikasi jaket puffer pria omniheat solid bertudung-biru-hijau-l tidak makasih,product_description,medium
barang cacat,out_of_scope,medium
tracking pesanan pesanan 999 ya,order_status,low
barang rusak,out_of_scope,medium
mau cek status pesanan,order_status,medium
Orderan saya gimana,order_status,low
Gan barang sya udah dikirim blum ?,order_status,extreme
tlg jelasin tentang gaya donng,product_description,extreme
bang maaf ganggu mau cek status order 12345 dong ??,order_status,medium
pria kosong ga,product_stock,extreme
alamat kantor,out_of_scope,low
mba Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L terbuat dari apa ??,product_description,extreme
Misi metode paymennt ?,payment_info,extreme
min produk beda sama gambar makasih,out_of_scope,extreme
Tersedia arctic frost winter accessories ga,product_stock,medium
posi peembayaran,payment_info,low
accept link@ja ga,payment_info,high
Halo lowongan kerja ada ga makasih,out_of_scope,medium
accept debit ga,payment_info,high
bahan Arctic Cozy Knit Unisex Beanie apa,product_description,medium
Barangg saya uah dikirim belum,order_status,high
Dimana pesanan saya,order_status,medium
bahan paket apa,product_description,medium
ganti ukuran,out_of_scope,medium
bang permisi kak orderan saya yang pesanan 999 kok belum dateng makasih,order_status,low
permisi apakah stok arctic frost winter accessories masih tersedia,product_stock,low
batalkan order,out_of_scope,low
mba bs kartu debit g ??,payment_info,extreme
bos pake va bs?,payment_info,high
bos order #1 udah diproses belum dong,order_status,medium
harga beanie sekarangg,product_price,low
mau komplain,out_of_scope,medium
produk tidak sesuai,out_of_scope,low
permisi h4lo min mau tanya dong pesanan saya nomor id 7788 itu udah asmpai mana ya makasih,order_status,medium
ino produk penuh,product_description,high
edit pesanan,out_of_scope,low
Fitur kkai,product_description,high
mba kalo mau bayar pake cash bisa ga min thanks,payment_info,high
bang status pengiriman nomor 123 dong,order_status,medium
metode pembayaran apa aja,payment_info,low
status pengiriman 12345,order_status,low
min boleh tau harga hangat tidak tolong,product_price,medium
alamat kantor,out_of_scope,medium
Permisi kak utk pembayaran tersedia metode apa saja,payment_info,medium
Campuran ready?,product_stock,medium
Pesanan gw #12345 kemana,order_status,low
sis wool ready stock makasih,product_stock,high
permisi kak untuk pembayaran tersedia metode apa saja,payment_info,low
tolong jelasin tentang bertudung-biru-hijau-l dong,product_description,high
Kak tetandingi masih ada ga stoknya,product_stock,high
bang halo min mau nanya warmth masih ready stock tidak ya thx,product_stock,high
terima cicilan tidak,payment_info,low
mas kak boleh tau spesifikasi peunh tidak dong,product_description,medium
bayar pake apa,payment_info,medium
min mau komplain dong,out_of_scope,high
tambah item ke pesanan dong,out_of_scope,high
Order gue 456 mana,order_status,medium
support ewallet ga,payment_info,high
mba bahan sarung tangan musim dingin arctic layar sentuh apa makasih,product_description,medium
ketersediaan chilly,product_stock,medium
Stok pak3t aksesori musim dingin arctic frost ada,product_stock,low
Halo min mau tanya dong pesanan saya nomor #1 itu udah sampai mana ya,order_status,low
perisi mau nanya harga untku kaus kaki campuran wol arctic warmth brp ya,product_price,low
bos halo min mau tanya dong pesanan saya nomor 99 itu udah sampai mana ya,order_status,medium
Misi halo admin mau nanya pembayaran bisa pakai apa saja ya,payment_info,high
bayar pake apa,payment_info,low
sspec terhubung,product_description,high
sis cara baar orderan ya kak,payment_info,medium
Price jacket,product_price,medium
misi tersedia hoooded ga ya kak,product_stock,high
orderan gw kok ga nyampe,order_status,low
bs bni g,payment_info,medium
ketersediaan kehangatn,product_stock,extreme
dmn psnan sy,order_status,extreme
dtl tetpa,product_description,low
bisa return barang ga,out_of_scope,low
Admin hai dong,out_of_scope,extreme
min support ewallet ga pls,payment_info,low
available artic,product_stock,medium
Halo min mau nanya arctic warmth wool blend socks masih ready stock tidak ya,product_stock,high
Permisi aksesori terbuat dari apa dong,product_description,low
halo pake transfer bank bs?,payment_info,medium
Orderran saya gimana,order_status,high
boleh tau harga tangan tidak,product_price,low
permisi kak orderan saya yang nomor 555 kok belum dateng,order_status,low
metode byr apa,payment_info,extreme
permisi unisex ready?,product_stock,medium
deskripsi jacket-blue-yellow-m,product_description,low
permisi kak utk pembyaran terssedia metode apa saja,payment_info,high
bersama bagus ga thanks,product_description,medium
bos ganti kuuran please,out_of_scope,extreme
biaay bertudung-biru-kuning-m,product_price,high
order gue ord123 mana,order_status,low
halo terima akulaku tidak ?,payment_info,high
Sis permisi kak untuk pembayaran tersedia metode apa saja please,payment_info,high
Harga comfort berapa,product_price,medium
boleh tau harga cozy tidak,product_price,low
misi wara pria ada apa aja min,product_description,medium
Tambah item ke pesanan,out_of_scope,low
ubah alamat pengiriman,out_of_scope,high
barang rusak,out_of_scope,medium
bs kredivo g,payment_info,medium
halo apa kabar ?,out_of_scope,extreme
Hai kalo mau bayar pake va bisa ga min please,payment_info,medium
hi halo admin mau nanya pembayaran bisa pkai apa sajja ya please,payment_info,extreme
mas bayar pake apa thanks,payment_info,medium
pesanan pesanan 999 udah sampai mana,order_status,low
Alamat kantor,out_of_scope,low
kak beanie masih ada ga tsoknya,product_stock,high
bayar pake apa,payment_info,low
Kira kira bertudung itu harganya berapa ya kak,product_price,medium
Misi metode payment please,payment_info,medium
Lacak pesanan ord123,order_status,high
permisi mau tana apakh dingin masih tersedia stoknya,product_stock,high
review penuh,product_description,medium
Keecwa sama pelayanan,out_of_scope,high
sis edit spnnan ?,out_of_scope,high
Stock kehangatan berapa,product_stock,medium
mas dimana pesanan saya thx,order_status,medium
Bahan jaekt apa,product_description,high
mas harga kaki berapa ??,product_price,low
hi halo min mau nanya tetap masih ready stock tidak ya pls,product_stock,high
Admin cozy harganya berapa makasih,product_price,medium
Admin embrace brp sih ?,product_price,medium
Review beanie,product_description,low
kira kira bertudung-biru-kuning-l itu harganya berapa ya kak,product_price,low
seamat siang admin saya mau cek satus pesanan nomor 456,order_status,high
Mau tau lebih detail tentang omniheat men's solid hooded puffer jacket-blue-yellow-l,product_description,low
hi tersediaa arctic ga min,product_stock,extreme
layar brp duit,product_price,high
mau tanya dong harga Arctic Warmth Wool Blend Socks yang ada di toko berapa ya,product_price,low
Bang range harga sentuh thanks,product_price,medium
Cek pesanan 99,order_status,medium
gan warmth murah ga ya kak,product_price,medium
Accept dana ga,payment_info,medium
Kak wintter masih ada ga stoknya,product_stock,medium
orderan gw kok ga nyampe,order_status,high
Boleh tau hrg jaket puffer pria omniheat solid bertudung ga,product_price,low
Udah dikirim blm 789,order_status,high
cek psanan pesanan 999,order_status,low
misi bisa dijelasin tentang produk scarf dong ya,product_description,extreme
Gan kualitas jelek thx,out_of_scope,high
cara bayar orderan,payment_info,medium
pae mandri bs?,payment_info,low
balkan order,out_of_scope,extreme
accept bayar di tempat ga,payment_info,medium
Terima bca ga,payment_info,low
hai byr dmn ?,payment_info,high
nomor telepon toko,out_of_scope,high
omniheat men's solid hooded puffer jacket-blue-yellow-l berapa duit,product_price,high
admin spec stylish ??,product_description,high
Brg 12345 dmn tolong,order_status,low
batalkan order ??,out_of_scope,medium
halo pembayaran via apa dong,payment_info,medium
spec scarf please,product_description,medium
Stok arctic touchscreen winter gloves ada,product_stock,low
Kaki murah ga,product_price,low
hrg hadapi brp,product_price,medium
kira kira Sarung Tangan Musim Dingin Arctic Layar Sentuh itu harganya berapa ya kak,product_price,medium
mba tersedia bundle ga ?,product_stock,low
halo,out_of_scope,medium
Proses refund berapa lama,out_of_scope,low
pembayaran via apa,payment_info,medium
Apa kabar,out_of_scope,low
permisi ganti ukuran ya kak,out_of_scope,low
hi hallo min mau nanya gaya maih ready stock ga ya ?,product_stock,extreme
halo min mau nanya scarf masih ready stock tidak ya,product_stock,medium
misi opsi pembayaran please,payment_info,low
sld murah ga,product_price,extreme
dtl bertudung,product_description,high
order order-123 udah diproses belum,order_status,medium
mba km bot ya please,out_of_scope,high
pembayaran via apa,payment_info,medium
harga bertudung sekarang,product_price,low
permisi pembbayaran via apa min,payment_info,high
psnan ORDD123 udah smp mana,order_status,medium
halo deskripsi Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L dong,product_description,extreme
Ibsa dijelasin tntang produk frost dong,product_description,medium
Duit beanie,product_price,low
Order gue #12345 mana,order_status,medium
Min kak boleh tau spesifikasi knit tidak ya kak,product_description,low
kecewa sama pelayanan,out_of_scope,low
permisi apakah stok unisex masih tersedia,product_stock,low
Byr dmn,payment_info,low
Estimasi pengiriman order 123,order_status,low
ad stok unisex g,product_stock,low
Mba men's msh ad?,product_stock,medium
Pake transfer bank bs?,payment_info,low
boleh tau harga scarf tidak,product_price,medium
rasakan maish ada,product_stock,medium
dimana pesanan sy,order_status,extreme
Maaf ganggu mau cek status order #99 dong,order_status,low
sis tersedia accessories ga pls,product_stock,extreme
Bos stok comffort ada thanks,product_stock,high
Price tertandingi,product_price,low
available omniheat men's solid hoooded puffer jacket-blue-yellow-m,product_stock,low
hi bisa transfr abnk min,payment_info,high
permisi opsi pembayaran ?,payment_info,medium
Paket ready ga,product_stock,low
Kak mau tanya apakah gaya masih tersedia stoknya makasih,product_stock,medium
kisaran harga bertudung-biru-kuning-l,product_price,medium
tersedia forst ga,product_stock,medium
halo min mau tanya dong pesanan saya nomor 456 itu udah sampai amna ya,order_status,high
pesanan gw #1 kemana,order_status,medium
sarung kosong ga,product_stock,low
gan brg pesanan 999 dmn,order_status,high
winter habis belum,product_stock,medium
Admin arctic terbuat dair apa makasih,product_description,extreme
halo revew syal musim dingin arctic bliss penuh gayya thx,product_description,high
spec tetap,product_description,medium
mba pembayaran via apa min,payment_info,medium
Price campuran,product_price,high
jacket-blue-green-m murah ga,product_price,medium
kerjasama bisnis,out_of_scope,medium
pesanan 1 udah sampai mana,order_status,medium
Test,out_of_scope,medium
fitur jacket-blue-yellow-l,product_description,medium
chill ready?,product_stock,medium
jaket puffer pria omniheat solid bertudung terbuat dari apa,product_description,medium
mas omniheat men's solid hooded puffer jacket kosong ga dong,product_stock,low
hai halo min mau tanya dong pesanan saya nomor 1 itu udah sampai mana ya dong,order_status,low
hi produk tidak sesuai please,out_of_scope,low
halo admin mau nanya pembayaran bs pakai apa saja ya,payment_info,medium
duit sarung tangan musim dingin arctic layar sentuh,product_price,low
Kak boleh tau spesifikasi wramth ga,product_description,extreme
Pesanan 456 udah sampai mana,order_status,low
proses refund berapa lama,out_of_scope,medium
halo gloves mahal ga pls,product_price,medium
hooded terbuat dari apa,product_description,medium
warna blend ada apa aja,product_description,low
mas kenyamanan msh ad?,product_stock,medium
Tolong jelasin etntang jacket-blue-yellow-l dong,product_description,high
Syal musim dingin arcic bliss peunh gaya harganya brp,product_price,high
bos boleh tau harga paket tidak,product_price,extreme
Stylish kyk gmn,product_description,low
Mas harga jacket-blue-yellow-m sekarang makasih,product_price,medium
harga jacket-blue-yellow-m berapa,product_price,medium
kapan psnan #12345 smp,order_status,high
fitur beaine,product_description,extreme
mba kak boleh tau spesifikasi kupluk tidak tolong,product_description,medium
Mas sisa stok knit tolong,product_stock,high
Lokasi warehouse,out_of_scope,medium
sis bs permata g ??,payment_info,medium
Gan kupluk murah ga thanks,product_price,extreme
Musim kosong ga,product_stock,low
Halo ubah alamat pengiriman ya,out_of_scope,medium
hi tukar barang please,out_of_scope,medium
Admin siapa k@mu thanks,out_of_scope,medium
cara reufnd gimana,out_of_scope,low
kak cara bayar gmn thx,payment_info,medium
